company,sector,horizon_days,amount,date_BUY_fix,date_SELL_fix,price_BUY,price_SELL,Volatility_Buy,Volatility_sell,Sharpe_Ratio,expected_return_yearly,inflation,nominal_return,investment,ESG_ranking,PE_ratio,EPS_ratio,PS_ratio,PB_ratio,NetProfitMargin_ratio,current_ratio,roa_ratio,roe_ratio
AXP,BANK,4,500,2016-12-23,2016-12-27,70.1689453125,70.17832946777344,0.2497826111712536,0.2497104759278055,0.2497826111712536,0.0016135000495431,-0.2,0.0001337365871988,1,19.8,12.32,5.63,1.76,3.06,14.14,1.94,3.33,25.32
WMT,RETAIL,5,4000,2015-07-14,2015-07-20,64.83633422851562,64.23005676269531,0.1622158559496474,0.1621883874393817,0.1622158559496474,0.0013292222408617,-0.5,-0.0093508905621266,0,27.3,13.21,4.79,0.42,2.48,3.19,0.89,7.65,18.66
KO,FMCG,30,100,2014-01-16,2014-02-14,31.672338485717773,31.050212860107425,0.1557258296552804,0.1561891612235709,0.1557258296552804,0.0052943955453432,-0.15,-0.019642554208332,0,25.1,17.34,1.9,3.18,4.34,18.32,1.13,9.61,26.12
DB,BANK,270,200,2015-10-02,2016-06-28,26.099170684814453,13.626575469970703,0.3127471812299286,0.4599544919300928,0.3127471812299286,-0.1042506171206919,-0.5,-0.4778923961021032,0,30.0,0.0,-3.63,0.69,0.47,-8.97,0.69,-0.23,-5.4
NVDA,TECH,100,25000,2017-01-20,2017-05-01,102.74658203125,105.4775848388672,0.4397407969178698,0.4476357956698926,0.4397407969178698,0.1351005907355301,1.96,0.0265799869312106,0,12.9,42.34,2.55,9.95,10.96,24.11,4.77,19.59,33.72
FB,TECH,4,50000,2018-06-15,2018-06-19,195.8500061035156,197.4900054931641,0.2612004762104958,0.2611055539946846,0.2612004762104958,0.0033054107136221,1.68,0.008373752047685,0,31.6,30.08,6.46,11.8,7.08,39.31,10.67,22.25,25.2
AMZN,TECH,100,10000,2014-11-14,2015-02-23,327.82000732421875,380.1400146484375,0.3233436734543165,0.3301030864209341,0.3233436734543165,0.0900788283907908,-0.15,0.1595997991436608,1,27.4,0.0,-0.48,1.76,14.44,-0.25,0.89,-0.56,-2.1
M,RETAIL,720,3000,2018-07-02,2020-06-22,31.692800521850582,7.079999923706055,0.4180571615062131,0.8480884069036879,0.4180571615062131,0.0171244389552231,1.68,-0.7766054180404552,0,14.5,6.31,5.41,0.41,1.78,6.52,1.53,8.6,31.0
BAC,BANK,600,20000,2016-03-11,2017-11-01,12.545409202575684,25.6320858001709,0.2992816998356716,0.2368362759593715,0.2992816998356716,0.3108528892259966,-0.2,1.0431446584387545,1,26.3,9.39,1.31,1.47,0.48,15.77,0.93,0.68,5.74
GOOG,TECH,5,200,2016-09-16,2016-09-21,768.8800048828125,776.219970703125,0.2225339900939696,0.2204446335715237,0.2225339900939696,0.0026216223552497,-0.2,0.0095463086225414,1,22.8,28.44,27.33,6.79,3.99,22.29,6.88,12.47,15.08
DB,BANK,300,5000,2016-07-25,2017-05-22,13.84775447845459,18.5968017578125,0.4643745112506878,0.4790170651696179,0.4643745112506878,-0.1158340190229911,-0.2,0.342947102849552,1,30.0,0.0,-6.56,0.42,0.24,-20.01,0.67,-0.46,-11.69
AMZN,TECH,360,10000,2018-01-22,2019-01-17,1327.31005859375,1693.219970703125,0.2055201092578594,0.3674486644253876,0.2055201092578594,0.324283782206847,1.68,0.2756777964125781,0,27.4,190.16,6.15,3.24,20.43,1.71,1.04,2.92,12.47
PEP,FMCG,10,20000,2015-04-14,2015-04-24,81.46479034423828,80.35032653808594,0.1341860360155191,0.1347005365186468,0.1341860360155191,0.0021754391208827,-0.5,-0.0136803127024946,0,17.6,18.81,4.29,1.86,7.47,9.82,1.04,8.65,32.41
GM,AUTO,600,20000,2016-04-22,2017-12-13,27.17017364501953,37.70787811279297,0.2557715183220255,0.2126402664208997,0.2557715183220255,0.067203977246302,-0.2,0.3878408951466185,1,30.6,3.98,6.67,0.31,0.96,7.79,0.95,5.54,28.06
PEP,FMCG,5,3000,2014-02-14,2014-02-19,63.67286682128906,62.86565017700195,0.1439948446768906,0.1413679678995045,0.1439948446768906,0.0010877195604413,-0.15,-0.0126775608604639,0,17.6,15.65,4.32,1.59,4.24,10.15,1.25,8.8,29.3
AAPL,TECH,40,15000,2013-12-23,2014-01-31,18.164995193481445,15.950813293457031,0.29222831031582,0.2608118779300026,0.29222831031582,0.0269328358431183,1.41,-0.1218927875532264,0,16.5,12.41,1.44,2.66,3.44,21.28,1.49,17.92,28.93
M,RETAIL,360,200,2015-07-07,2016-07-01,51.37031173706055,26.28854751586914,0.2275578539345607,0.3642009929510161,0.2275578539345607,0.0085622194776115,-0.5,-0.4882540785341671,0,14.5,12.68,4.07,0.65,3.53,5.09,1.63,6.7,27.33
MSFT,TECH,20,2000,2017-03-10,2017-03-30,61.2455940246582,61.98134613037109,0.1888467514079721,0.185035964997113,0.1888467514079721,0.0119582147684456,1.96,0.0120131434339042,0,14.7,27.58,2.26,5.05,6.9,24.93,2.81,11.35,34.58
WMT,RETAIL,600,2000,2018-08-17,2020-04-08,93.82091522216795,120.36973571777344,0.246071482197084,0.280965873873536,0.246071482197084,0.1595066689034067,1.68,0.2829733693466734,0,27.3,48.88,1.74,0.5,3.38,1.02,0.93,2.52,6.67
PEP,FMCG,1,300,2015-05-13,2015-05-14,81.39725494384766,82.73966979980469,0.1329039730465736,0.133766945543366,0.1329039730465736,0.0002175439120882,-0.5,0.0164921391622248,1,17.6,18.81,4.29,1.86,7.47,9.82,1.04,8.65,32.41
KO,FMCG,600,400,2013-10-16,2015-06-08,30.09761619567871,33.26504898071289,0.1598504496347605,0.1483802905569758,0.1598504496347605,0.105887910906864,1.41,0.1052386595815833,0,25.1,15.55,1.93,2.88,4.08,18.49,0.96,9.89,26.65
M,RETAIL,360,15000,2016-02-12,2017-02-06,30.11260986328125,25.37604141235352,0.3154113071582032,0.3970986975915514,0.3154113071582032,0.0085622194776115,-0.2,-0.157295182066016,0,14.5,9.33,3.29,0.38,2.24,3.96,1.34,5.14,23.46
M,RETAIL,660,4000,2015-09-16,2017-07-07,43.52757263183594,18.633037567138672,0.2440335415473203,0.4163607492392692,0.2440335415473203,0.0156974023756212,-0.5,-0.571925645274542,0,14.5,12.68,4.07,0.65,3.53,5.09,1.63,6.7,27.33
KSS,RETAIL,20,10000,2015-07-09,2015-07-29,49.47232818603516,48.28051376342773,0.2657194824596234,0.2659503614706914,0.2657194824596234,0.0003755931903649,-0.5,-0.024090526286245,0,12.9,12.61,3.82,0.51,1.66,4.02,1.73,5.28,13.06
TSLA,AUTO,2,5000,2014-03-24,2014-03-26,44.03400039672852,42.59199905395508,0.6956249281377018,0.696666608628188,0.6956249281377018,0.00282595577223,-0.15,-0.0327474526452647,0,31.1,0.0,-0.22,12.16,28.35,-6.52,2.23,-4.92,-19.48
AXP,BANK,4,200,2013-12-30,2014-01-03,80.25479125976562,80.38916015625,0.1793521128618101,0.1788185351618621,0.1793521128618101,0.0016135000495431,1.41,0.0016742788109616,0,19.8,16.66,4.88,2.55,4.44,15.25,2.16,3.47,27.58
AMZN,TECH,120,2000,2017-02-03,2017-06-02,810.2000122070312,1006.72998046875,0.2459953790636775,0.1825258645208609,0.2459953790636775,0.108094594068949,1.96,0.2425696930395741,0,27.4,152.72,4.91,2.67,18.55,1.74,1.05,3.38,13.87
KO,FMCG,90,10000,2015-09-24,2015-12-23,32.9792594909668,37.06894302368164,0.1563059109018497,0.142752109894443,0.1563059109018497,0.0158831866360296,-0.5,0.1240077429220335,1,25.1,21.66,1.56,3.31,5.59,15.24,1.16,7.45,24.04
KSS,RETAIL,10,500,2015-05-18,2015-05-28,51.77798461914063,51.23723983764648,0.2628562553644535,0.2617022155840182,0.2628562553644535,0.0001877965951824,-0.5,-0.010443527021603,0,12.9,13.03,4.29,0.6,1.88,4.56,1.91,6.01,14.72
TGT,RETAIL,240,200,2016-06-28,2017-02-23,60.500335693359375,57.83046722412109,0.2390143214093748,0.2232174801839634,0.2390143214093748,0.0750387830021043,-0.2,-0.0441298124818724,0,14.8,12.62,5.42,0.59,3.24,4.61,1.16,8.31,25.5
KSS,RETAIL,90,50,2014-11-12,2015-02-10,44.79644012451172,54.19422912597656,0.2320808770100774,0.2282218782798935,0.2320808770100774,0.0016901693566422,-0.15,0.2097887460553492,1,12.9,10.47,3.99,0.47,1.46,4.43,1.66,5.79,14.21
MSFT,TECH,660,200,2015-07-17,2017-05-08,41.9805793762207,65.02806091308594,0.235940442626952,0.164043315151168,0.235940442626952,0.3946210873587054,-0.5,0.549003417278232,1,14.7,27.33,1.46,3.53,4.0,13.03,2.47,7.01,13.85
SC,BANK,3,3000,2016-05-13,2016-05-16,10.523859024047852,10.532776832580566,0.4963191165370479,0.4959124826511921,0.4963191165370479,9.44354826516798e-05,-0.2,0.0008473895851642,1,26.9,4.4,2.16,0.5,0.74,11.58,0.92,2.16,17.79
PG,FMCG,50,500,2018-04-23,2018-06-12,68.06707000732422,72.02055358886719,0.1386455528643723,0.1447266860121042,0.1386455528643723,0.0105824680393708,1.68,0.0580821766107687,0,25.1,19.47,3.76,2.96,3.35,14.78,0.91,7.94,17.77
HOG,AUTO,720,50,2018-04-30,2020-04-20,37.81022262573242,18.491195678710938,0.2563605960460464,0.6217589637907807,0.2563605960460464,0.0879165943406947,1.68,-0.5109471884958852,0,16.3,13.32,2.96,1.19,3.29,8.97,1.11,5.0,26.35
BBY,RETAIL,420,300,2013-11-05,2014-12-30,35.50309371948242,32.62238311767578,0.5154109118941769,0.4813250380063088,0.5154109118941769,0.3018228724838933,1.41,-0.0811397064314381,0,12.0,0.0,-0.52,0.26,3.18,-0.38,1.3,-1.14,-4.65
GOOG,TECH,4,50000,2015-10-09,2015-10-13,643.6099853515625,652.2999877929688,0.2797983686892706,0.2774422780604298,0.2797983686892706,0.0020972978841997,-0.5,0.0135019695765898,1,22.8,26.74,22.75,6.3,3.6,21.59,4.77,11.36,14.08
DB,BANK,3,4000,2014-10-01,2014-10-03,32.639923095703125,32.11498260498047,0.222878960234536,0.223195413141273,0.222878960234536,-0.0011583401902299,-0.15,-0.0160827735158408,0,30.0,0.0,-0.21,0.69,0.49,-0.19,0.69,0.0,-0.12
AMZN,TECH,7,300,2018-01-10,2018-01-17,1254.3299560546875,1295.0,0.2033818031231696,0.2042635684710266,0.2033818031231696,0.0063055179873553,1.68,0.0324237205282366,0,27.4,190.16,6.15,3.24,20.43,1.71,1.04,2.92,12.47
KSS,RETAIL,180,50,2017-12-15,2018-06-13,45.47318649291992,68.24174499511719,0.3985265455851565,0.3429083628460629,0.3985265455851565,0.0033803387132844,1.96,0.5007029473455149,0,12.9,9.66,3.77,0.31,1.22,3.18,1.61,4.78,12.75
NVDA,TECH,720,20000,2015-08-17,2017-08-07,22.703777313232425,170.65087890625,0.2919238944453197,0.4813931580079593,0.2919238944453197,0.9727242532958168,-0.5,6.516409122229617,1,12.9,20.41,0.95,2.28,2.5,11.0,5.99,7.42,12.12
OR,FMCG,7,20000,2018-01-29,2018-02-05,10.61993408203125,10.54360008239746,0.2901396471145585,0.2906502965740838,0.2901396471145585,-0.0011842541365023,1.68,-0.0071878035253481,0,20.5,0.0,-0.17,8.56,1.19,-20.12,12.24,-2.22,-2.73
F,AUTO,300,5000,2015-04-07,2016-02-01,11.753808975219728,9.501282691955566,0.2154196983787834,0.2291479306058269,0.2154196983787834,-0.0098440401224481,-0.5,-0.1916422402314949,0,29.7,15.5,0.77,0.34,1.9,0.98,6.03,0.66,5.45
AAPL,TECH,180,1500,2013-10-18,2014-04-16,16.12083625793457,16.636402130126953,0.3221151914462749,0.2358721212265025,0.3221151914462749,0.1211977612940324,1.41,0.0319813354557599,0,16.5,10.67,1.42,2.32,3.08,21.67,1.68,18.57,29.06
GM,AUTO,330,10000,2015-12-01,2016-10-26,29.9206600189209,27.326305389404297,0.2478359821392479,0.2382840930243131,0.2478359821392479,0.0369621874854661,-0.5,-0.0867078008264527,0,30.6,9.07,2.73,0.27,1.13,2.97,1.13,2.47,12.6
FB,TECH,60,4000,2018-05-22,2018-07-20,183.8000030517578,209.94000244140625,0.2613265708798102,0.2639162894884979,0.2613265708798102,0.0495811607043317,1.68,0.1422197984528186,0,31.6,26.46,6.04,10.58,5.97,40.03,9.91,21.88,24.65
PG,FMCG,330,15000,2017-08-31,2018-07-27,83.97188568115234,75.81676483154297,0.1255441972240909,0.1506673429407279,0.1255441972240909,0.0698442890598473,1.96,-0.0971172766153542,0,25.1,14.07,5.59,3.33,3.6,23.18,0.88,12.45,27.04
MSFT,TECH,10,300,2018-08-31,2018-09-10,109.06178283691406,106.19762420654295,0.222620146500987,0.2242899457144892,0.222620146500987,0.0059791073842228,1.68,-0.0262617991001854,0,14.7,45.35,2.11,6.74,8.88,15.02,2.9,6.57,20.09
FB,TECH,70,5000,2018-01-02,2018-03-13,181.4199981689453,181.8800048828125,0.1719352428081513,0.2084988533064829,0.1719352428081513,0.057844687488387,1.68,0.002535589893672,0,31.6,32.74,5.39,12.82,6.9,39.16,12.92,20.81,23.22
M,RETAIL,4,300,2017-06-12,2017-06-16,18.31427001953125,18.83843040466309,0.4189626971112651,0.416332336680016,0.4189626971112651,9.513577197346194e-05,1.96,0.028620326366972,0,14.5,12.64,1.85,0.28,1.63,2.24,1.36,2.92,14.26
WMT,RETAIL,1,400,2018-07-11,2018-07-12,82.48793029785156,82.47840118408203,0.2306877719219042,0.2306172847265233,0.2306877719219042,0.0002658444481723,1.68,-0.0001155213100283,0,27.3,48.88,1.74,0.5,3.38,1.02,0.93,2.52,6.67
BAC,BANK,660,4000,2017-06-22,2019-04-12,21.24056053161621,28.87510299682617,0.2654730632721888,0.2420217236704169,0.2654730632721888,0.3419381781485962,1.96,0.3594322500974527,0,26.3,13.38,1.68,2.52,0.82,18.75,0.91,0.82,6.8
TGT,RETAIL,20,100,2014-04-15,2014-05-05,48.1977653503418,48.51378631591797,0.1751416257576933,0.1769344581757284,0.1751416257576933,0.006253231916842,-0.15,0.0065567555524424,1,14.8,16.91,2.96,0.45,1.92,2.65,0.92,4.22,11.66
F,AUTO,100,300,2017-06-21,2017-09-29,9.261436462402344,10.170570373535156,0.2336464298319041,0.1974016840550244,0.2336464298319041,-0.0032813467074827,1.96,0.0981633804673309,0,29.7,9.88,0.95,0.24,1.18,2.48,1.2,1.58,12.32
KO,FMCG,420,2000,2015-08-05,2016-09-28,35.1763801574707,36.63108825683594,0.1478668877165674,0.1504403184084886,0.1478668877165674,0.0741215376348048,-0.5,0.0413546843891578,1,25.1,19.16,1.71,3.18,4.97,16.51,1.14,8.1,24.76
SC,BANK,150,500,2017-01-13,2017-06-12,11.906229972839355,10.202791213989258,0.5334398334107335,0.3832728750359788,0.5334398334107335,0.0047217741325839,1.96,-0.1430712125278954,0,26.9,5.8,2.11,0.62,0.84,10.84,0.91,2.0,15.44
GM,AUTO,100,1000,2014-09-02,2014-12-11,27.361814498901367,25.758928298950195,0.2303200566086645,0.2403395044719933,0.2303200566086645,0.0112006628743836,-0.15,-0.0585811368619406,0,30.6,16.35,1.55,0.27,0.93,1.73,1.29,1.56,6.29
AMZN,TECH,4,20000,2018-06-18,2018-06-22,1723.7900390625,1715.6700439453125,0.2604425618552285,0.2609073527613593,0.2604425618552285,0.0036031531356316,1.68,-0.0047105476497611,0,27.4,134.8,12.61,4.05,23.65,3.02,1.07,4.95,21.12
WMT,RETAIL,100,5000,2015-11-16,2016-02-24,51.19526290893555,59.87572860717773,0.2058984646993258,0.2154247432544377,0.2058984646993258,0.0265844448172344,-0.5,0.1695560332150792,1,27.3,10.84,4.67,0.34,1.97,3.12,0.92,7.47,18.25
JPM,BANK,240,50000,2017-05-26,2018-01-22,76.65542602539062,104.3803482055664,0.19386074409816,0.157179564628645,0.19386074409816,0.0999857872154875,1.96,0.3616824485587287,0,27.9,12.09,6.49,2.65,1.09,21.82,1.03,0.95,9.35
COST,RETAIL,360,100,2014-03-14,2015-03-09,95.8060531616211,132.9258270263672,0.1542026798785262,0.1484629767086473,0.1542026798785262,0.1651273003889481,-0.15,0.3874470624745023,1,22.3,22.17,4.45,0.4,3.71,1.82,1.2,6.33,17.54
KO,FMCG,40,200,2018-07-13,2018-08-22,41.25114059448242,42.34833908081055,0.1295881398599822,0.1319532602787942,0.1295881398599822,0.0070591940604576,1.68,0.0265980157279549,0,25.1,74.9,0.54,5.06,8.53,6.91,1.15,2.63,11.48
AXP,BANK,40,5000,2015-07-27,2015-09-04,68.52666473388672,67.75836944580078,0.1968056726586436,0.2145255333425304,0.1968056726586436,0.0161350004954313,-0.5,-0.0112116253004505,0,19.8,12.5,5.69,2.08,3.26,16.58,2.08,3.74,27.64
HOG,AUTO,60,5000,2013-10-10,2013-12-09,53.395355224609375,56.91155624389648,0.2389656084642635,0.2168801279830939,0.2389656084642635,0.0073263828617245,1.41,0.0658521889122394,0,16.3,16.37,3.24,2.03,4.07,12.41,2.07,7.75,26.74
GM,AUTO,90,400,2014-01-16,2014-04-16,30.14285659790039,26.488306045532227,0.2385215311131975,0.2496592884801824,0.2385215311131975,0.0100805965869453,-0.15,-0.1212410157776062,0,30.6,13.44,2.35,0.33,1.1,2.43,1.31,2.31,9.55
FB,TECH,4,50,2014-02-10,2014-02-14,63.54999923706055,67.08999633789062,0.4535192697368698,0.453582191165296,0.4535192697368698,0.0033054107136221,-0.15,0.0557041249933745,1,31.6,92.63,0.59,17.45,8.96,18.94,11.88,9.36,11.32
HOG,AUTO,100,20000,2018-08-24,2018-12-03,39.73849868774414,40.57843399047852,0.2748254108661658,0.2777951469810825,0.2748254108661658,0.0122106381028742,1.68,0.0211365635459555,0,16.3,13.32,2.93,1.18,3.01,8.75,1.36,4.82,25.09
M,RETAIL,600,50,2015-10-13,2017-06-05,38.193016052246094,19.275632858276367,0.2449628317679876,0.40857460908637,0.2449628317679876,0.0142703657960192,-0.5,-0.4953100108169439,0,14.5,10.04,3.82,0.48,3.03,4.79,1.25,6.28,27.23
BBY,RETAIL,540,3000,2016-03-11,2017-09-01,29.369415283203125,49.707496643066406,0.3310154791015542,0.3711262326344961,0.3310154791015542,0.3880579789078627,-0.2,0.6924918716885379,1,12.0,9.3,2.58,0.21,1.77,2.27,1.43,6.41,19.38
COST,RETAIL,120,300,2016-09-09,2017-01-06,135.14224243164062,146.46942138671875,0.1870856035268326,0.1743764923086194,0.1870856035268326,0.0550424334629827,-0.2,0.0838167160117073,1,22.3,27.23,5.34,0.54,5.16,1.98,0.98,6.97,20.26
DB,BANK,90,10000,2017-11-09,2018-02-07,16.93359375,15.649714469909668,0.3470695714270366,0.3196122934465463,0.3470695714270366,-0.0347502057068973,1.96,-0.0758184765174452,0,30.0,0.0,-0.62,0.68,0.42,-0.54,0.84,-0.01,-0.31
SC,BANK,50,50000,2017-06-07,2017-07-27,10.425755500793455,12.0043363571167,0.3898614273705253,0.3326944443859208,0.3898614273705253,0.0015739247108613,1.96,0.151411651290221,0,26.9,6.09,1.9,0.59,0.73,9.66,0.91,1.75,12.73
AMZN,TECH,80,100,2016-08-03,2016-10-21,754.6400146484375,818.989990234375,0.3313563322664763,0.2965507373604013,0.3313563322664763,0.0720630627126326,-0.2,0.0852724137825054,1,27.4,178.01,4.02,2.85,20.51,1.6,1.09,3.12,13.53
PEP,FMCG,5,3000,2015-03-06,2015-03-11,81.19462585449219,79.05014038085938,0.1305611863262092,0.1314311154142654,0.1305611863262092,0.0010877195604413,-0.5,-0.0264116676573633,0,17.6,18.81,4.29,1.86,7.47,9.82,1.04,8.65,32.41
PG,FMCG,20,200,2018-03-05,2018-03-26,74.17803955078125,70.59339904785156,0.1240188227212494,0.1265608278189958,0.1240188227212494,0.0042329872157483,1.68,-0.0483248212629789,0,25.1,19.47,3.76,2.96,3.35,14.78,0.91,7.94,17.77
KSS,RETAIL,240,200,2014-06-04,2015-01-30,41.39224243164063,46.51451110839844,0.2244256790028498,0.2203898292884999,0.2244256790028498,0.0045071182843792,-0.15,0.1237494848271931,1,12.9,10.38,4.01,0.48,1.48,4.59,1.94,6.0,14.56
JPM,BANK,4,500,2016-02-22,2016-02-26,50.85833740234375,49.963966369628906,0.2458122475222257,0.2486486864524145,0.2458122475222257,0.0016664297869247,-0.2,-0.017585534219088,0,27.9,9.51,5.99,2.11,0.84,22.43,1.02,0.92,9.34
GOOG,TECH,1,3000,2015-01-12,2015-01-13,491.201416015625,494.8214721679688,0.2137548738130581,0.2138187158524228,0.2137548738130581,0.0005243244710499,-0.5,0.0073697999116285,1,22.8,25.1,20.97,5.81,3.45,21.42,4.69,11.47,14.49
F,AUTO,540,1000,2013-12-27,2015-06-19,10.845866203308104,11.275124549865724,0.2404284648003166,0.2106952894872521,0.2404284648003166,-0.0177192722204066,1.41,0.0395780602960682,0,29.7,6.25,1.75,0.3,1.65,8.14,6.74,6.03,57.25
COST,RETAIL,4,5000,2013-10-15,2013-10-18,96.9104232788086,98.8257827758789,0.1764143289646912,0.1767917258314593,0.1764143289646912,0.0018347477820994,1.41,0.0197642258930174,0,22.3,20.3,4.63,0.39,3.73,1.94,1.2,6.87,18.22
TSLA,AUTO,600,2000,2015-03-26,2016-11-15,38.08200073242188,36.75400161743164,0.4196148421901896,0.3922288651182483,0.4196148421901896,0.847786731669019,-0.5,-0.0348720941507575,0,31.1,0.0,-0.64,6.7,28.88,-11.34,1.33,-7.11,-43.75
BBY,RETAIL,40,25000,2017-10-04,2017-11-13,52.4478645324707,52.28267288208008,0.381641208147985,0.3801719267697606,0.381641208147985,0.0287450354746565,1.96,-0.0031496353924639,0,12.0,12.96,3.96,0.4,3.66,3.09,1.25,9.03,28.08
TGT,RETAIL,1,5000,2016-05-24,2016-05-25,59.5894660949707,60.10129165649414,0.2408249873127694,0.2404725099523323,0.2408249873127694,0.0003126615958421,-0.2,0.0085891952901158,1,14.8,12.62,5.42,0.59,3.24,4.61,1.16,8.31,25.5
AMZN,TECH,270,2000,2016-09-16,2017-06-13,778.52001953125,980.7899780273438,0.3061521518219893,0.1863432504340271,0.3061521518219893,0.2432128366551353,-0.2,0.2598134324379754,1,27.4,191.6,4.37,3.15,22.37,1.64,1.06,3.21,13.47
AMZN,TECH,60,15000,2014-06-04,2014-08-04,306.7799987792969,313.6499938964844,0.3037996523328568,0.3303286568449074,0.3037996523328568,0.0540472970344745,-0.15,0.0223938820800696,1,27.4,854.68,0.38,1.84,14.15,0.22,1.0,0.49,1.82
PG,FMCG,60,25000,2015-10-09,2015-12-08,63.54039764404297,66.9262466430664,0.156059225840173,0.1599550228417974,0.156059225840173,0.0126989616472449,-0.5,0.0532865566563048,1,25.1,23.06,2.66,2.53,2.65,10.77,1.13,5.71,11.82
NVDA,TECH,1,50,2018-09-06,2018-09-07,270.9404296875,270.0860290527344,0.3536852833578706,0.3537123057983128,0.3536852833578706,0.0013510059073553,1.68,-0.0031534630536722,0,12.9,35.53,6.85,12.87,16.82,36.22,7.41,37.89,56.73
NVDA,TECH,480,500,2017-12-11,2019-04-05,193.04464721679688,190.0895233154297,0.4162227608254557,0.5182816080522795,0.4162227608254557,0.6484828355305444,1.96,-0.0153079815678518,0,12.9,50.91,4.03,14.56,19.57,28.78,8.26,26.85,42.66
MSFT,TECH,60,300,2017-08-18,2017-10-17,69.13494873046875,73.9989013671875,0.1458132355625768,0.1439919056544417,0.1458132355625768,0.0358746443053368,1.96,0.0703544694258974,0,14.7,24.3,2.7,5.32,5.77,26.39,2.92,11.17,34.37
AMZN,TECH,1,200,2014-03-14,2014-03-14,373.739990234375,373.739990234375,0.2816417138260989,0.2816417138260989,0.2816417138260989,0.0009007882839079,-0.15,0.0,0,27.4,533.91,0.63,1.99,14.98,0.38,1.05,0.87,3.17
COST,RETAIL,540,4000,2015-10-16,2017-04-07,134.8800048828125,153.8900604248047,0.1742310799096474,0.1604020756216402,0.1742310799096474,0.2476909505834221,-0.5,0.1409405015851582,1,22.3,23.14,5.37,0.47,5.02,2.05,1.02,7.06,21.29
M,RETAIL,150,4000,2016-08-17,2017-01-13,31.616674423217773,23.85140419006348,0.3999572439949171,0.3945859469703938,0.3999572439949171,0.0035675914490048,-0.2,-0.2456068000451007,0,14.5,11.15,2.49,0.34,2.11,2.99,1.32,3.83,19.21
HOG,AUTO,240,5000,2017-06-09,2018-02-05,47.88518524169922,42.32844161987305,0.321609589311412,0.2555669002851489,0.321609589311412,0.0293055314468982,1.96,-0.1160430641288877,0,16.3,14.11,3.44,1.53,4.05,10.72,1.27,5.93,30.49
TGT,RETAIL,720,20000,2015-02-11,2017-01-31,63.428497314453125,56.86164093017578,0.2103090935020306,0.2302165095376437,0.2103090935020306,0.2251163490063131,-0.5,-0.1035316405451243,0,14.8,0.0,-2.52,0.54,2.79,-2.25,1.16,-3.72,-10.34
NVDA,TECH,7,500,2015-02-27,2015-03-06,21.314138412475582,21.787569046020508,0.2595247651133968,0.2616851335860053,0.2595247651133968,0.0094570413514871,-0.5,0.0222120465009185,1,12.9,16.52,1.12,2.23,2.28,13.48,6.38,9.05,14.76
COST,RETAIL,4,25000,2018-03-23,2018-03-27,171.701904296875,173.8951873779297,0.2043575542726938,0.2083580703208212,0.2043575542726938,0.0018347477820994,1.68,0.0127737842514691,0,22.3,27.02,6.71,0.59,6.6,2.18,1.0,7.89,26.5
UBS,BANK,15,5000,2017-07-17,2017-08-01,15.588172912597656,15.66838836669922,0.2546236572623498,0.2543113634347968,0.2546236572623498,-0.0016231530838157,1.96,0.0051459176486768,0,24.8,14.62,1.06,1.63,1.08,10.8,1.19,0.42,7.22
AXP,BANK,480,50000,2015-05-12,2016-09-02,72.06207275390625,60.70976257324219,0.192691151527219,0.2396147000669201,0.192691151527219,0.1936200059451764,-0.5,-0.1575351602698479,0,19.8,12.49,5.7,2.09,3.31,16.61,2.22,3.82,28.56
GM,AUTO,6,100,2016-03-16,2016-03-22,26.756458282470703,26.933765411376957,0.2520276335064166,0.2520004610922147,0.2520276335064166,0.000672039772463,-0.2,0.0066267039917765,1,30.6,3.98,6.67,0.31,0.96,7.79,0.95,5.54,28.06
COST,RETAIL,600,200,2017-02-07,2018-10-01,150.6881866455078,223.9971466064453,0.1668980653467491,0.1826228241200736,0.1668980653467491,0.2752121673149135,1.96,0.4864944067141505,0,22.3,29.5,5.42,0.58,5.52,1.97,0.93,6.85,19.45
SC,BANK,15,1000,2015-12-21,2016-01-05,13.814794540405272,13.716691970825195,0.3367318420479696,0.3366938845217294,0.3367318420479696,0.0004721774132583,-0.5,-0.0071012688095468,0,26.9,5.96,2.41,0.78,1.16,12.46,0.94,2.3,19.48
HMC,AUTO,6,1500,2014-12-15,2014-12-22,28.93000030517578,30.200000762939453,0.1910699104197803,0.1887215347811356,0.1910699104197803,-0.0001507489286793,-0.15,0.0438990820728218,1,28.5,8.09,3.08,0.38,0.73,4.83,1.23,3.65,9.24
COST,RETAIL,660,25000,2016-12-20,2018-10-11,147.39588928222656,211.7496490478516,0.1759555549068876,0.1820228718005018,0.1759555549068876,0.3027333840464049,-0.2,0.4366048475232814,1,22.3,24.61,5.49,0.5,4.85,2.02,0.97,7.11,20.32
TSLA,AUTO,20,3000,2018-06-20,2018-07-10,72.44400024414062,64.49400329589844,0.4168353756927114,0.4150230181823046,0.4168353756927114,0.0282595577223006,1.68,-0.1097398945592488,0,31.1,0.0,-3.22,4.22,12.37,-19.9,0.73,-9.73,-51.74
BAC,BANK,540,500,2015-11-02,2017-04-25,15.418039321899414,22.140480041503903,0.2432100243925659,0.268272994736241,0.2432100243925659,0.2797676003033969,-0.5,0.4360113876513532,1,26.3,10.51,1.34,1.65,0.57,16.02,0.94,0.71,6.04
